ComplaintID,Timestamp,Category,ComplaintText,Sentiment
253,2025-07-03 09:55:00,Product,"The plastic used has a very strong and unpleasant chemical odor.",Negative
254,2025-07-04 12:20:00,Delivery,"The package was left outside my apartment building, not at my door. Anyone could have taken it.",Negative
255,2025-07-05 16:55:00,Product,"The battery life is excellent and it charges very quickly.",Positive
256,2025-07-06 19:20:45,Service,"The agent, Sarah, was extremely professional and solved my issue right away.",Positive
257,2025-07-07 11:40:00,Billing,"I was overcharged. The item was on sale but I was charged the full price.",Negative
258,2025-07-08 13:40:10,Product,"The product I received is clearly a return that was sent back out. The box was re-taped.",Negative
259,2025-07-09 15:20:00,General Inquiry,"Does this model come in black?",Neutral
260,2025-07-10 10:50:00,Delivery,"My package has been lost in transit and no one seems to be able to help me.",Negative
261,2025-07-11 09:20:00,Product,"The 'quick-start' guide is anything but. The setup is a nightmare.",Negative
262,2025-07-12 18:35:00,Service,"I hate having to go through a bot to get to a person. Just give me a phone number.",Negative
263,2025-07-13 14:25:00,Billing,"The price changed in my cart between when I added it and when I went to checkout.",Negative
264,2025-07-14 11:50:00,Product,"The stitching on the seams is already coming apart after two wears.",Negative
265,2025-07-15 16:45:30,Delivery,"I was home all day, but the courier said they attempted delivery and no one was there. They lied.",Negative
266,2025-07-16 19:20:00,Product,"This is a fantastic gadget. I use it every day.",Positive
267,2025-07-17 10:30:10,Service,"Your return process is designed to make people give up. It's so frustrating.",Negative
268,2025-07-18 12:40:00,Billing,"My subscription renewed even though I turned off auto-renewal.",Negative
269,2025-07-19 15:20:00,Product,"The item I received is a cheap imitation of the real product.",Negative
270,2025-07-20 17:50:00,General Inquiry,"Is it possible to track my order?",Neutral
271,2025-07-21 09:55:00,Delivery,"The delivery window of '8am to 8pm' is completely unreasonable.",Negative
272,2025-07-22 11:50:50,Product,"The device constantly disconnects from the Wi-Fi.",Negative
273,2025-07-23 14:40:00,Service,"The information on your website is outdated and incorrect.",Negative
274,2025-07-24 18:20:00,Product,"This is my second time buying this. The first one broke, and now the replacement has broken too.",Negative
275,2025-07-25 10:25:00,Billing,"The company charged my card for a higher amount than was authorized.",Negative
276,2025-07-26 13:20:00,Product,"It does the job, but it is very noisy.",Negative
277,2025-07-27 16:35:00,Delivery,"The delivery driver was careless and damaged my gate.",Negative
278,2025-07-28 19:40:00,Service,"I was promised a follow-up email but it never came.",Negative
279,2025-07-29 11:30:00,Product,"The material this is made from gives me a rash.",Negative
280,2025-07-30 09:45:00,Billing,"Your cancellation process is a maze designed to keep customers subscribed.",Negative
281,2025-07-31 12:50:00,Product,"The advertising for this product is completely dishonest.",Negative
282,2025-08-01 15:20:00,Delivery,"The package was delivered to the wrong apartment.",Negative
283,2025-08-02 18:40:00,Service,"The support team was very understanding and resolved my complaint.",Positive
284,2025-08-03 10:40:00,Product,"The product is fine, but the packaging was excessive and wasteful.",Neutral
285,2025-08-04 14:20:00,Billing,"The refund I received did not include the shipping costs, which it should have.",Negative
286,2025-08-05 17:50:00,Product,"The item stopped working one day after the return period ended.",Negative
287,2025-08-06 09:20:00,General Inquiry,"Can you tell me if this is compatible with my device?",Neutral
288,2025-08-07 11:45:00,Service,"The support agent was not knowledgeable and had to keep asking a supervisor.",Negative
289,2025-08-08 16:20:00,Delivery,"The item was shipped with no padding and arrived broken.",Negative
290,2025-08-09 19:30:00,Product,"The software is full of ads, which was not mentioned anywhere.",Negative
291,2025-08-10 12:50:00,Billing,"This company has the shadiest billing practices I've ever seen.",Negative
292,2025-08-11 15:35:00,Product,"The product has a major defect that makes it dangerous to use.",Negative
293,2025-08-12 10:20:00,Service,"Your team was very helpful. My problem is solved.",Positive
294,2025-08-13 13:40:00,Delivery,"The courier left a 'sorry we missed you' note without even ringing the doorbell.",Negative
295,2025-08-14 17:40:00,Product,"The product's performance degraded significantly after just a month of use.",Negative
296,2025-08-15 09:50:00,Billing,"I was charged for services I did not receive.",Negative
297,2025-08-16 11:20:00,Product,"An absolutely amazing product. I recommend it to everyone.",Positive
298,2025-08-17 14:55:00,Service,"The company does not stand behind its warranty.",Negative
299,2025-08-18 18:20:00,Delivery,"The delivery fee is exorbitant.",Negative
300,2025-08-19 10:40:00,Product,"The product is fine. Nothing more, nothing less.",Neutral
301,2025-08-20 14:30:15,Billing,"Your invoicing is a mess. I can't figure out what I'm paying for.",Negative
302,2025-08-20 18:45:10,Service,"I have been trying to reach someone for a week. No replies to email, no one answers the phone.",Negative
303,2025-08-21 09:12:05,Product,"This is the second item I've received that was defective right out of the box.",Negative
304,2025-08-21 11:20:00,Delivery,"The driver threw my package over the fence.",Negative
305,2025-08-22 15:05:30,Product,"I'm very impressed with the build quality and the attention to detail.",Positive
306,2025-08-23 13:00:45,Service,"The chat support agent was friendly and fixed my problem instantly.",Positive
307,2025-08-24 10:55:00,Billing,"I'm still waiting for a refund that was promised to me three weeks ago.",Negative
308,2025-08-25 19:21:50,Product,"The advertised 'long battery life' is a joke. It lasts maybe 3 hours.",Negative
309,2025-08-26 11:10:25,Delivery,"You shipped the wrong color. Now I have to go through the hassle of a return.",Negative
310,2025-08-27 16:40:00,General Inquiry,"Could you provide the tracking number for my order?",Neutral
311,2025-08-28 20:05:18,Service,"Your website's password reset feature is broken.",Negative
312,2025-08-29 12:33:45,Product,"The product feels solid and well-made. I expect it to last.",Positive
313,2025-08-30 08:50:00,Billing,"The price online was listed as $20, but I was charged $30.",Negative
314,2025-08-31 14:00:30,Delivery,"The delivery arrived much faster than I anticipated. Great service!",Positive
315,2025-09-01 17:25:00,Product,"The instructions are impossible to understand. It seems they were poorly machine-translated.",Negative
316,2025-09-02 09:30:15,Service,"The agent was extremely rude and unhelpful. I am filing a formal complaint.",Negative
317,2025-09-03 13:15:00,Product,"The item I received was damaged during shipping due to poor packaging.",Negative
318,2025-09-04 18:00:55,Billing,"Why was my account suspended? I paid my bill on time.",Negative
319,2025-09-05 21:10:00,General Inquiry,"Is this product available in a larger size?",Neutral
320,2025-09-06 10:45:30,Service,"I am so frustrated with your lack of support. It's like you don't want customers.",Negative
321,2025-09-07 15:20:00,Product,"The product is flimsy and broke the first time I used it.",Negative
322,2025-09-08 11:05:40,Delivery,"My package has been 'out for delivery' for two days now.",Negative
323,2025-09-09 16:50:00,Product,"The quality of this product has gone down significantly since the last time I bought it.",Negative
324,2025-09-10 19:30:10,Service,"The returns portal on your website is not working.",Negative
325,2025-09-11 10:00:00,Billing,"The charge on my card is from your company but I don't recognize the amount.",Negative
326,2025-09-12 14:45:00,Product,"This has to be the best purchase I've made all year. Highly recommend.",Positive
327,2025-09-13 12:00:15,Delivery,"The courier left the package in a public lobby instead of bringing it to my apartment door.",Negative
328,2025-09-14 09:10:00,Service,"Your app is terrible. It's slow, buggy, and drains my phone battery.",Negative
329,2025-09-15 17:55:00,Product,"It's an adequate product. It functions as intended, but it's not impressive.",Neutral
330,2025-09-16 20:25:30,Billing,"I was charged a subscription fee for a service I cancelled months ago.",Negative
331,2025-09-17 11:35:00,Delivery,"The delivery driver forged my signature and left the package on the street.",Negative
332,2025-09-18 13:20:00,Product,"The product arrived with missing parts. I can't even assemble it.",Negative
333,2025-09-19 16:00:45,Service,"I'm tired of being transferred from one department to another. Nobody can help me.",Negative
334,2025-09-20 18:10:00,Product,"The 'water-resistant' watch was ruined after I washed my hands.",Negative
335,2025-09-21 10:50:00,Billing,"Can I get a detailed breakdown of the charges on invoice #78901?",Neutral
336,2025-09-22 15:00:00,Delivery,"The package was delivered on time and the contents were secure.",Positive
337,2025-09-23 09:40:20,Product,"The device makes a loud, high-pitched noise whenever it's on.",Negative
338,2025-09-24 12:25:00,Service,"Your support agents are friendly but they seem to lack the technical knowledge to solve problems.",Negative
339,2025-09-25 14:15:55,Product,"The app that comes with this product is poorly designed and barely functional.",Negative
340,2025-09-26 17:30:00,Billing,"The discount that was supposed to be applied to my order is missing.",Negative
341,2025-09-27 11:00:00,Product,"The cream gave me an allergic reaction. The 'hypoallergenic' claim is false.",Negative
342,2025-09-28 10:10:10,Delivery,"The shipping fee is almost as much as the product itself. That's ridiculous.",Negative
343,2025-09-29 13:45:00,Service,"Your online help documents are out of date and refer to features that no longer exist.",Negative
344,2025-09-30 16:20:30,Product,"I'm disappointed. The product I received looks much cheaper than it did in the photos.",Negative
345,2025-10-01 19:00:00,Billing,"I've been waiting for my refund for over a month. This is unacceptable.",Negative
346,2025-10-02 09:20:00,Product,"The item arrived with a deep gouge on the surface.",Negative
347,2025-10-03 11:40:00,Service,"Your company's policies are incredibly inflexible and not at all customer-centric.",Negative
348,2025-10-04 15:05:15,Delivery,"The driver was polite, professional, and even carried the heavy box inside for me.",Positive
349,2025-10-05 18:30:00,General Inquiry,"What is the warranty on this appliance?",Neutral
350,2025-10-06 10:00:00,Product,"The sound quality is tinny and weak. Not what I expected at all.",Negative
351,2025-10-07 14:50:00,Billing,"The subscription automatically renewed without any warning or notification.",Negative
352,2025-10-08 17:10:25,Service,"I have sent three emails and have not received a single human response.",Negative
353,2025-10-09 09:55:00,Product,"The sizing is completely off. A 'Large' fits like a 'Small'.",Negative
354,2025-10-10 12:00:00,Delivery,"The package was delivered to my office on a Saturday when no one was there.",Negative
355,2025-10-11 16:35:00,Product,"The latest update broke the core functionality of the app. I had to uninstall it.",Negative
356,2025-10-12 19:00:45,Service,"The hold music is so loud and repetitive it gave me a headache.",Negative
357,2025-10-13 11:20:00,Billing,"The credit that was supposed to be on my account is not there.",Negative
358,2025-10-14 13:40:10,Product,"The product is good, but the box was crushed during shipping.",Negative
359,2025-10-15 15:00:00,General Inquiry,"Is this product compatible with older models?",Neutral
360,2025-10-16 10:30:00,Delivery,"My pizza arrived cold and the toppings had all slid to one side.",Negative
361,2025-10-17 09:00:00,Product,"The 'rechargeable' battery no longer holds a charge after two months.",Negative
362,2025-10-18 18:15:00,Service,"It is impossible to get a human on the phone. Your automated system is a trap.",Negative
363,2025-10-19 14:05:00,Billing,"The price at the cash register was higher than the tag on the shelf. This is bait and switch.",Negative
364,2025-10-20 11:50:00,Product,"The fabric is so thin, it's practically see-through.",Negative
365,2025-10-21 16:25:30,Delivery,"The courier reported that they couldn't find my address, which is absurd. It's clearly marked.",Negative
366,2025-10-22 19:00:00,Product,"I am in love with this product! It has simplified my life so much.",Positive
367,2025-10-23 10:10:10,Service,"Your return policy is deliberately confusing and difficult. I will not be shopping here again.",Negative
368,2025-10-24 12:40:00,Billing,"Why was there a sudden price hike for my monthly plan? I was not notified.",Negative
369,2025-10-25 15:00:00,Product,"I was sent a used, dirty item instead of a new one. Disgusting.",Negative
370,2025-10-26 17:30:00,General Inquiry,"I am checking to see if the red version of this item is in stock.",Neutral
371,2025-10-27 09:45:00,Delivery,"A 9-hour delivery window is not acceptable. People have jobs.",Negative
372,2025-10-28 11:30:50,Product,"The device overheats to a dangerous level. It's a fire hazard.",Negative
373,2025-10-29 14:20:00,Service,"The troubleshooting steps on your website are wrong and don't work.",Negative
374,2025-10-30 18:00:00,Product,"This is not the item I ordered. The model number is completely different.",Negative
375,2025-10-31 10:05:00,Billing,"My credit card was declined by your system, but it works fine everywhere else.",Negative
376,2025-11-01 13:00:00,Product,"It's a good product for the money. No complaints.",Positive
377,2025-11-02 16:15:00,Delivery,"The driver left a massive, heavy box blocking my driveway.",Negative
378,2025-11-03 19:40:00,Service,"The online chat agent disconnected from me in the middle of our conversation.",Negative
379,2025-11-04 11:10:00,Product,"The material is cheap, scratchy, and uncomfortable.",Negative
380,2025-11-05 09:25:00,Billing,"The process to cancel a subscription is intentionally difficult.",Negative
381,2025-11-06 12:50:00,Product,"The product lacks several key features that were advertised on your website.",Negative
382,2025-11-07 15:00:00,Delivery,"My package has been lost by the carrier and your company is doing nothing to help.",Negative
383,2025-11-08 18:20:00,Service,"I am so pleased with the fast and helpful service from your team.",Positive
384,2025-11-09 10:40:00,Product,"The product has a strange, persistent chemical odor that won't go away.",Negative
385,2025-11-10 14:00:00,Billing,"The refund I got was for the wrong amount. You shorted me $20.",Negative
386,2025-11-11 17:30:00,Product,"For the price, this product is very underwhelming.",Negative
387,2025-11-12 09:00:00,General Inquiry,"What is the exact height and width of this bookshelf?",Neutral
388,2025-11-13 11:45:00,Service,"I had to send five emails just to get a single response.",Negative
389,2025-11-14 16:00:00,Delivery,"The item was packaged very securely. I appreciate the care taken.",Positive
390,2025-11-15 19:10:00,Product,"The user interface is not user-friendly at all. It's confusing.",Negative
391,2025-11-16 12:30:00,Billing,"You started charging me for a free trial without my permission. That's fraud.",Negative
392,2025-11-17 15:15:00,Product,"The product fell apart after I used it twice. Absolute junk.",Negative
393,2025-11-18 10:00:00,Service,"The customer service representative literally hung up on me.",Negative
394,2025-11-19 13:20:00,Delivery,"Why do you only offer one shipping company? They are terrible in my area.",Negative
395,2025-11-20 17:40:00,Product,"After the latest update, a feature I paid for no longer works.",Negative
396,2025-11-21 09:50:00,Billing,"Your invoices are difficult to read and lack important details.",Negative
397,2025-11-22 11:00:00,Product,"The person I gave this to as a gift absolutely adored it.",Positive
398,2025-11-23 14:35:00,Service,"Why is there no phone number for support? I need to talk to someone.",Negative
399,2025-11-24 18:00:00,Delivery,"My order was just cancelled with no reason given.",Negative
400,2025-11-25 10:20:00,Product,"The item is serviceable, but not remarkable in any way.",Neutral
401,2025-11-26 13:10:15,Product,"The so-called 'stainless steel' started showing rust spots within a week.",Negative
402,2025-11-27 16:55:10,Service,"The self-help section on your website is completely useless.",Negative
403,2025-11-28 09:00:05,Delivery,"The delivery driver was aggressive and rude when I asked him a question.",Negative
404,2025-11-29 11:30:00,Billing,"I have two subscriptions but I am being billed for three.",Negative
405,2025-11-30 15:15:30,Product,"This is a beautifully designed product. I'm very happy with it.",Positive
406,2025-12-01 13:20:45,Service,"The support team was fast, efficient, and friendly. A+ service.",Positive
407,2025-12-02 10:45:00,Delivery,"My package was left in the rain and the contents are ruined.",Negative
408,2025-12-03 19:11:50,Product,"The sizing is a joke. An 'XL' is more like a 'M'. Your chart is wrong.",Negative
409,2025-12-04 11:00:25,Billing,"The coupon code said 20% off but it only took 10% off at checkout.",Negative
410,2025-12-05 16:30:00,General Inquiry,"Is this product compatible with the new operating system?",Neutral
411,2025-12-06 20:15:18,Product,"The phone case is too big for my phone, it just slips out.",Negative
412,2025-12-07 12:43:45,Service,"Your website checkout page failed and now my cart is empty.",Negative
413,2025-12-08 08:30:00,Delivery,"The delivery was so fast! It came two days earlier than expected.",Positive
414,2025-12-09 14:10:30,Billing,"I cancelled my membership last year and you are still charging my card.",Negative
415,2025-12-10 17:35:00,Product,"The assembly instructions consist of a single, blurry diagram.",Negative
416,2025-12-11 09:40:15,Service,"The agent was just reading from a script and couldn't answer any specific questions.",Negative
417,2025-12-12 13:25:00,Delivery,"The tracking number you provided does not exist in the carrier's system.",Negative
418,2025-12-13 18:10:55,Product,"The quality of this item is exceptional. It far exceeded my hopes.",Positive
419,2025-12-14 21:20:00,Billing,"I have a question about a charge from 'Service Inc.' on my statement.",Neutral
420,2025-12-15 10:55:30,Service,"Five business days and not a single reply to my support request.",Negative
421,2025-12-16 15:30:00,Product,"The product is advertised as being quiet, but it makes a loud grinding noise.",Negative
422,2025-12-17 11:15:40,Delivery,"I paid for 2-day shipping and it's been over a week.",Negative
423,2025-12-18 16:40:00,Product,"The handle on my new suitcase broke the very first time I used it.",Negative
424,2025-12-19 19:20:10,Service,"The agent was nice, but the problem still isn't fixed.",Negative
425,2025-12-20 10:10:00,Billing,"The refund was processed quickly and efficiently. Thank you for the good service.",Positive
426,2025-12-21 14:55:00,Product,"The finish on the table started chipping off within the first month.",Negative
427,2025-12-22 12:10:15,Delivery,"The package was sent to my old address even though I updated it in my profile.",Negative
428,2025-12-23 09:20:00,Service,"Your mobile app is unusable. It crashes upon opening.",Negative
429,2025-12-24 17:45:00,Product,"It's functional, but the design is clunky and not very aesthetically pleasing.",Neutral
430,2025-12-26 20:15:30,Billing,"I found several hidden charges on my bill that were not disclosed upfront.",Negative
431,2025-12-27 11:45:00,Delivery,"The delivery driver left my package in a puddle.",Negative
432,2025-12-28 13:30:00,Product,"The box was missing the power cord, so I can't even turn the device on.",Negative
433,2025-12-29 16:10:45,Service,"I keep getting passed around to different agents and no one takes ownership of the issue.",Negative
434,2025-12-30 18:20:00,Product,"The 'waterproof' phone case failed and my phone is now destroyed.",Negative
435,2025-12-31 10:40:00,Billing,"I need to inquire about the different payment plans you offer.",Neutral
436,2026-01-02 15:10:00,Delivery,"The delivery was prompt, and the courier was very professional.",Positive
437,2026-01-03 09:50:20,Product,"The device gets dangerously hot during charging.",Negative
438,2026-01-04 12:35:00,Service,"Your customer support seems to be run by bots and people who don't care.",Negative
439,2026-01-05 14:25:55,Product,"The companion app is a disaster. It's slow, buggy, and drains my battery.",Negative
440,2026-01-06 17:40:00,Billing,"The promotional discount was not applied correctly to my total.",Negative
441,2026-01-07 11:10:00,Product,"The materials feel very high-end and the craftsmanship is superb.",Positive
442,2026-01-08 10:20:10,Delivery,"Why is the shipping charge so high? It discourages me from ordering.",Negative
443,2026-01-09 13:55:00,Service,"Your website is so poorly organized, I can't find what I'm looking for.",Negative
444,2026-01-10 16:30:30,Product,"The product I got is a cheap plastic imitation of what was advertised.",Negative
445,2026-01-11 19:10:00,Billing,"It has been over two weeks and I am still waiting for my refund to be processed.",Negative
446,2026-01-12 09:30:00,Product,"The item arrived with a massive crack down the middle.",Negative
447,2026-01-13 11:50:00,Service,"It's clear your company prioritizes new sales over supporting existing customers.",Negative
448,2026-01-14 15:15:15,Delivery,"The delivery person was fantastic - very cheerful and helpful.",Positive
449,2025-01-15 18:40:00,General Inquiry,"Could you tell me the return policy for sale items?",Neutral
450,2025-01-16 10:10:00,Product,"It's okay for the price, but I wouldn't rave about it.",Neutral
451,2025-01-17 14:40:00,Billing,"You charged my card after I cancelled my trial. I am reporting this as fraud.",Negative
452,2025-01-18 17:20:25,Service,"Your email support is just automated replies that don't address my issue.",Negative
453,2025-01-19 09:45:00,Product,"The plastic is so brittle that a piece broke off as I was unboxing it.",Negative
454,2025-01-20 12:10:00,Delivery,"My package was left with a neighbor I don't know, without my consent.",Negative
455,2025-01-21 16:45:00,Product,"The battery life on this is incredible! Lasts for days on a single charge.",Positive
456,2025-01-22 19:10:45,Service,"The agent I spoke with, Linda, was amazing and deserves a commendation.",Positive
457,2025-01-23 11:30:00,Billing,"I was told my total would be $100 but my invoice says $120.",Negative
458,2025-01-24 13:50:10,Product,"The item I received had clearly been opened and used before. The seal was broken.",Negative
459,2025-01-25 15:10:00,General Inquiry,"Is this item in stock at your Bandra location?",Neutral
460,2025-01-26 10:40:00,Delivery,"My order of ice cream arrived completely melted.",Negative
461,2025-01-27 09:10:00,Product,"The 'easy assembly' furniture had misaligned holes and took me hours.",Negative
462,2025-01-28 18:25:00,Service,"Your automated phone menu is a labyrinth designed to prevent human contact.",Negative
463,2025-01-29 14:15:00,Billing,"The price on the website changed between the time I viewed it and the time I purchased.",Negative
464,2025-01-30 11:40:00,Product,"The color of the product is completely different from the pictures online.",Negative
465,2025-01-31 16:35:30,Delivery,"I paid for gift wrapping and it came in a standard shipping box.",Negative
466,2025-02-01 19:10:00,Product,"This is a well-built, sturdy product. I'm very impressed with the quality.",Positive
467,2025-02-02 10:20:10,Service,"Your website is completely broken on mobile devices. I can't place an order.",Negative
468,2025-02-03 12:50:00,Billing,"Why was I automatically signed up for recurring payments?",Negative
469,2025-02-04 15:10:00,Product,"The product is not compatible with my system, despite claims that it was.",Negative
470,2025-02-05 17:40:00,General Inquiry,"Do you ship to addresses outside of India?",Neutral
471,2025-02-06 09:55:00,Delivery,"The courier threw the package onto my balcony and damaged a plant pot.",Negative
472,2025-02-07 11:40:50,Product,"The product has a serious design flaw that makes it almost unusable.",Negative
473,2025-02-08 14:30:00,Service,"The 'solution' your support team gave me didn't work and they have since stopped responding.",Negative
474,2025-02-09 18:10:00,Product,"This is the third faulty unit I have received. Your quality control is nonexistent.",Negative
475,2025-02-10 10:15:00,Billing,"My account was debited a late fee but my payment was made on the due date.",Negative
476,2025-02-11 13:10:00,Product,"It works as advertised. A solid, reliable product.",Positive
477,2025-02-12 16:25:00,Delivery,"My delivery date was changed three times without any proactive communication.",Negative
478,2025-02-13 19:50:00,Service,"The customer service rep was short with me and seemed annoyed by my questions.",Negative
479,2025-02-14 11:20:00,Product,"The fabric is cheap and started to unravel after one wash.",Negative
480,2025-02-15 09:35:00,Billing,"I can't find the 'cancel subscription' button anywhere. This feels like a trap.",Negative
481,2025-02-16 12:40:00,Product,"The product is missing key features that are shown in all the video reviews.",Negative
482,2025-02-17 15:10:00,Delivery,"I received someone else's order. This is a major screw-up.",Negative
483,2025-02-18 18:30:00,Service,"Your support team was fantastic! They went above and beyond to help me.",Positive
484,2025-02-19 10:50:00,Product,"The product is just okay. It's not terrible, but I wouldn't buy it again.",Neutral
485,2025-02-20 14:10:00,Billing,"The refund I received was incomplete. You didn't refund the tax.",Negative
486,2025-02-21 17:40:00,Product,"The device stopped working completely after a mandatory firmware update.",Negative
487,2025-02-22 09:10:00,General Inquiry,"What is the warranty period for this item?",Neutral
488,2025-02-23 11:55:00,Service,"An agent said they would call me back in an hour. That was yesterday.",Negative
489,2025-02-24 16:10:00,Delivery,"The packaging was excellent and kept the fragile item safe.",Positive
490,2025-02-25 19:20:00,Product,"The user interface is extremely confusing and poorly laid out.",Negative
491,2025-02-26 12:40:00,Billing,"Your company's billing practices are deceptive and should be illegal.",Negative
492,2025-02-27 15:25:00,Product,"The adhesive strip provided is useless and won't stick to any surface.",Negative
493,2025-02-28 10:10:00,Service,"The hold time was less than a minute and my issue was resolved on the first call.",Positive
494,2025-03-01 13:30:00,Delivery,"I received an empty, open box. My item was stolen in transit.",Negative
495,2025-03-02 17:50:00,Product,"A key part failed, rendering the entire expensive product useless.",Negative
496,2025-03-03 09:40:00,Billing,"Your prices are significantly higher than all of your competitors.",Negative
497,2025-03-04 11:10:00,Product,"I am so happy with this purchase, I've already recommended it to friends.",Positive
498,2025-03-05 14:45:00,Service,"When I asked to speak to a manager, the agent refused and then hung up.",Negative
499,2025-03-06 18:10:00,Delivery,"The driver called me to say he was outside, then left before I could get downstairs.",Negative
500,2025-03-07 10:30:00,Product,"The product is adequate, but the setup process was unnecessarily complicated.",Neutral
